feature,bin,n,hit_rate,mean_long_only_return,mean_target,mean_prediction,mae,artifact_id,artifact_name,workflow_run_id,created_at,updated_at,expires_at,artifact_size_bytes
origin_vix_change_5d,"(0.07, 1.16]",6017,0.5304969253780953,0.002104841445997,0.0007173853976257,0.0043554179443611,0.0204042007841266,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_change_5d,"(1.16, 9.63]",6022,0.6348389239455331,0.0070098646270192,0.0067685780235785,0.0033319553822194,0.0190773692166346,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_change_20d,"(-13.030999999999999, -2.1]",6043,0.5434386893926858,0.0043032740361056,0.003785030295402,0.0045803797757236,0.0199891296904577,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_change_20d,"(-2.1, -0.06]",6043,0.542611285785206,0.002677474596902,0.0009560062751664,0.0033928680091362,0.019017411182092,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_change_20d,"(-0.06, 2.15]",6012,0.5217897538256819,0.003827934906897,0.0054904756482877,0.0065643170011801,0.0214965941465267,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_change_20d,"(2.15, 11.19]",6027,0.6120789779326364,0.0026370303651367,0.0007909817579623,0.0040189999488993,0.0213131866111516,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_1d,"(-0.185, -0.0411]",6085,0.5390304026294166,0.0016953295077611,0.0018028263055975,0.0053737680599154,0.0203288317024819,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_1d,"(-0.0411, -0.00642]",5996,0.5538692461641094,0.0043960732022487,0.0035423849216867,0.0037541253032772,0.019987945002481,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_1d,"(-0.00642, 0.0433]",6064,0.5509564643799473,0.002793091470921,0.0020421374850362,0.0056419452393975,0.0214276072650956,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_1d,"(0.0433, 0.397]",5980,0.5764214046822742,0.0045952088637349,0.0036508713845209,0.0037537881224544,0.0200540061215934,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_5d,"(-0.382, -0.078]",6043,0.5290418666225385,0.0025151666490356,0.0012622071968801,0.0073297220331881,0.0212804752960326,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_5d,"(-0.078, 0.00389]",6043,0.5257322521926195,0.00182263823194,0.002270671481456,0.0035254720399665,0.0210416548821046,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_5d,"(0.00389, 0.0721]",6101,0.5248319947549582,0.0013947370886661,-6.390789489643833e-05,0.0038265128808317,0.0205048425301565,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_5d,"(0.0721, 0.54]",5938,0.6421353991242843,0.0078088489030855,0.0076569193099136,0.0038609009762532,0.0189551952280529,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_20d,"(-0.437, -0.117]",6043,0.5434386893926858,0.0043032740361056,0.003785030295402,0.0045803797757236,0.0199891296904577,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_20d,"(-0.117, -0.00367]",6043,0.542611285785206,0.002677474596902,0.0009560062751664,0.0033928680091362,0.019017411182092,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_20d,"(-0.00367, 0.139]",6012,0.5339321357285429,0.0049945879557345,0.0059818088409609,0.0059721592917708,0.0208426546244013,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_pct_change_20d,"(0.139, 0.612]",6027,0.5999668159946906,0.0014732808828718,0.0003008713955347,0.0046096838959657,0.0219654986083339,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_distance_ma20,"(-0.255, -0.075]",6106,0.5619063216508352,0.0052611976468569,0.004784960829947,0.0044290637082887,0.0183438899256432,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_distance_ma20,"(-0.075, -0.00956]",5964,0.5298457411133467,0.0024848660643754,0.0009379869721538,0.0057034448298522,0.0208370483769497,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_distance_ma20,"(-0.00956, 0.0653]",6059,0.4956263409803598,-0.0002342857408354,-0.0003139919773263,0.0059598313270551,0.0224142000059848,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_distance_ma20,"(0.0653, 0.447]",5996,0.6329219479653102,0.0059317067919093,0.0055899637941508,0.0024515838706376,0.0202336624357537,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_trend_ma,"(-0.224, -0.0612]",6069,0.586422804415884,0.0063946012508234,0.0054720252142135,0.0036142776502801,0.0189813797148524,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_trend_ma,"(-0.0612, -0.000928]",6064,0.5194591029023746,0.0025026137764911,0.001167209411568,0.0057545956463725,0.0187830993408509,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_trend_ma,"(-0.000928, 0.0569]",6033,0.4975965522957069,-0.000124190135046,0.0004524934301947,0.0046735157370885,0.021757669619923,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_trend_ma,"(0.0569, 0.24]",5959,0.6172176539687867,0.0046746341354343,0.0039282595884401,0.0045046624208779,0.0223268832854156,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_percentile_252,"(0.0029699999999999996, 0.262]",6190,0.5347334410339257,0.0025350615662183,0.001146960919343,0.004417026499692,0.0188126686973811,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_percentile_252,"(0.262, 0.504]",6227,0.4995985225630319,0.0007331651767626,0.0013549032474238,0.0046728313857651,0.0213983510911481,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_percentile_252,"(0.504, 0.71]",5786,0.5338748703767715,0.0042384915305531,0.0039209752763272,0.0048460767739751,0.0216128251729635,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_vix_percentile_252,"(0.71, 0.968]",5922,0.6550151975683891,0.006131413038473,0.0047623500654203,0.0046252967883395,0.0200369585064187,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_5d,"(-0.0392, -0.00878]",6085,0.619063270336894,0.0053181403273577,0.0040416695094159,0.0029710655202255,0.0203520361853847,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_5d,"(-0.00878, 0.00356]",6075,0.5326748971193416,0.0028918962524244,0.0038308006199413,0.0037458442314066,0.0209641931866182,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_5d,"(0.00356, 0.0121]",5964,0.5516431924882629,0.0042444319635908,0.0035979418423549,0.0045061588933385,0.0195323886967162,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_5d,"(0.0121, 0.0553]",6001,0.5159140143309449,0.0009746116987008,-0.0004828740593325,0.0073587491802667,0.0209494827900617,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_20d,"(-0.0803, -0.00336]",6085,0.5955628594905505,0.0032737311595872,0.0014659086516072,0.004591543472207,0.0216589208168479,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_20d,"(-0.00336, 0.0113]",6038,0.6003643590592912,0.0049940518144086,0.004340362688364,0.0065168905724152,0.0208540305453517,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_20d,"(0.0113, 0.0317]",6038,0.5140775091089764,0.0033852457267214,0.0047223480678727,0.0045847433062866,0.0190725662961723,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_20d,"(0.0317, 0.128]",5964,0.5090543259557344,0.001773430248286,0.0004670303416335,0.0028333862305564,0.020210815108569,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_60d,"(-0.078, 0.0198]",6048,0.6326058201058201,0.0035118720251557,0.0013680310889801,0.0058329259947921,0.021449320691113,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_60d,"(0.0198, 0.0418]",6033,0.588927565058843,0.007484731429848,0.0082882805872798,0.004473980971545,0.01948865146655,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_60d,"(0.0418, 0.0709]",6059,0.5208780326786598,0.0033028569202804,0.0029193145872193,0.0036920019183449,0.0190666009921564,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_60d,"(0.0709, 0.162]",5985,0.476858813700919,-0.0008881547442245,-0.0015938354627373,0.0045498111321527,0.0218184736772137,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_120d,"(-0.06, 0.0691]",6122,0.6426004573668735,0.0069231968273577,0.0057236870342184,0.0043789442377385,0.0205192509657262,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_120d,"(0.0691, 0.1]",6033,0.5905851151997348,0.0050753522028991,0.0045456905259544,0.0069267099400025,0.0223818846164447,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_120d,"(0.1, 0.134]",6006,0.5073260073260073,0.0017061186960038,0.0005283206490451,0.0042259197316019,0.019862687417222,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_return_120d,"(0.134, 0.342]",5964,0.477028839704896,-0.0003619666407047,0.0001321954835607,0.00299998512199,0.0190249096707117,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma50,"(-0.0693, 0.00286]",6080,0.6511513157894737,0.0071624069231353,0.0059681538050983,0.0038965078228293,0.0206451601518767,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma50,"(0.00286, 0.0168]",6054,0.5706970597951767,0.0039082883601459,0.0030632875368569,0.0061506043542719,0.019563112790593,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma50,"(0.0168, 0.0314]",6006,0.4801864801864802,-0.0001526113959598,0.0003307913585887,0.0054095158884689,0.0205562829694601,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma50,"(0.0314, 0.0861]",5985,0.5164578111946533,0.002472842586359,0.0016053166024855,0.0030832822251146,0.0210509493959748,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma200,"(-0.0461, 0.0643]",6101,0.6351417800360597,0.0062788315267428,0.0048998105522713,0.0044935781380303,0.0207310718775962,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma200,"(0.0643, 0.0865]",6054,0.5148662041625371,0.0015173021023017,0.0017941732702403,0.0055780405664225,0.0217729473720098,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma200,"(0.0865, 0.101]",5943,0.596668349318526,0.0048265425928579,0.0037838813113917,0.0054325874182276,0.019910422511048,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_distance_sma200,"(0.101, 0.13]",6027,0.4730379956860793,0.0008154222596421,0.000528089407275,0.0030527423313835,0.0193773506402234,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_trend_ma50_200,"(0.0115, 0.0452]",6090,0.631855500821018,0.0069261405617416,0.0044388694694042,0.0039020279766397,0.0215409187399903,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_trend_ma50_200,"(0.0452, 0.0634]",6022,0.4915310528063766,-0.0020643883788559,-0.0031085091011145,0.0048855152468913,0.0203375609509953,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_trend_ma50_200,"(0.0634, 0.0795]",6028,0.5275381552753815,0.0032037408088846,0.0048943117969472,0.0048582300283357,0.0216215585776385,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_trend_ma50_200,"(0.0795, 0.0902]",5985,0.5682539682539682,0.0053518783393011,0.0047802649749261,0.0049123122910102,0.0182818519511624,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_20d,"(0.0557, 0.103]",6085,0.533607230895645,0.0057450150980424,0.0054374612541878,0.0040728421887059,0.0207285584016041,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_20d,"(0.103, 0.124]",6080,0.5453947368421053,0.0012053345079058,0.0003060562299108,0.0036090586653639,0.0227882083298965,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_20d,"(0.124, 0.139]",6017,0.5838457703174339,0.0013851397900989,-0.0005787993795451,0.0026529682194323,0.0182221250809619,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_20d,"(0.139, 0.207]",5943,0.5574625609961299,0.005127099758292,0.0058827078757903,0.0082753309249549,0.0200371050101746,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_60d,"(0.0849, 0.112]",6090,0.4995073891625616,0.0018901428482282,0.0022513902926594,0.0039765766637725,0.019594341363535,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_60d,"(0.112, 0.127]",5985,0.5821219715956558,0.0002484490830625,-0.0015027771530459,0.003919117174247,0.0213412947054891,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_60d,"(0.127, 0.14]",6065,0.559439406430338,0.0052414176416981,0.0056360783230671,0.0041335447081838,0.0186306864988379,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_volatility_60d,"(0.14, 0.158]",5985,0.5797827903091061,0.0060659072607305,0.0045992330823679,0.0065373944931733,0.022281758542258,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_vol_change_20d,"(-0.517, -0.305]",6080,0.5703947368421053,0.0082922062460637,0.0089808235071461,0.003135134147797,0.0207751855552376,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_vol_change_20d,"(-0.305, -0.00311]",6033,0.5431791811702305,0.0022513341174677,0.0001994312421474,0.0028192418113069,0.0199220290823426,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_vol_change_20d,"(-0.00311, 0.27]",6048,0.5603505291005291,0.0008955812110886,-0.0001122676577034,0.0039461286237269,0.0198237385787915,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_spy_vol_change_20d,"(0.27, 1.673]",5964,0.545774647887324,0.0019577804810188,0.0018944483291678,0.0087077859631957,0.021296432872736,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_20d,"(0.0466, 0.429]",6275,0.6159362549800796,0.0064194532214118,0.0057147281221224,0.0033550022497336,0.0207110059399286,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_20d,"(0.429, 0.619]",5838,0.5455635491606715,0.0008024794511184,-0.0010501825797807,0.0043260440332896,0.0199527356569815,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_20d,"(0.619, 0.81]",7119,0.5401039471835932,0.0029942223441589,0.0021628271950012,0.0050084881804016,0.0204021122821727,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_20d,"(0.81, 1.0]",4893,0.5097077457592479,0.0030265231539247,0.0043531475131654,0.006111999045027,0.0207889547990698,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_252d,"(0.713, 0.905]",7655,0.4986283474853037,0.0017166936511161,0.0023747670551596,0.0025937136371844,0.0185965381498648,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_252d,"(0.905, 0.952]",5550,0.5812612612612612,0.0045922534924053,0.0040712154728995,0.0058434825412726,0.0181491181221114,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_252d,"(0.952, 1.0]",10920,0.5811355311355312,0.003888580025464,0.002349082689272,0.0054563476987463,0.0229234909425104,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_above_sma200,"(0.38, 0.714]",6128,0.5241514360313316,0.002729538655226,0.0027472961637969,0.0038989376452835,0.019613043208993,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_above_sma200,"(0.714, 0.952]",7392,0.5907738095238095,0.0026919973119371,-0.000295764180597,0.0039438777678955,0.0218530444761645,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_market_breadth_above_sma200,"(0.952, 1.0]",10605,0.5478547854785478,0.0041929027488114,0.0048823129259703,0.0055467881675095,0.0199606027962875,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_daily_volatility,"(0.0015400000000000001, 0.00848]",6043,0.5546913784544101,0.0044437448576921,0.0046157710003921,0.0036977433631365,0.0191434354785565,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_daily_volatility,"(0.00848, 0.0114]",6090,0.5231527093596059,0.001869173569504,0.0008178623996311,0.0042896293984832,0.0201920082864646,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_daily_volatility,"(0.0114, 0.0155]",6064,0.5512862796833773,0.000969858622344,-9.064582415705426e-05,0.0045841559127837,0.0209660516180652,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_daily_volatility,"(0.0155, 0.0647]",5928,0.5917678812415654,0.0062371037046224,0.0057526755663385,0.0060057178191131,0.0215278977958355,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_return_20d_dispersion,"(0.0172, 0.0459]",6054,0.5502147340601256,0.0028720064396099,0.0022105673866693,0.0063805012788529,0.0185422453254315,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_return_20d_dispersion,"(0.0459, 0.0577]",6043,0.560979645871256,0.0017383660794312,0.0010321148834469,0.0026335016036765,0.0189833734010545,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
origin_cross_asset_return_20d_dispersion,"(0.0577, 0.0708]",6001,0.5412431261456424,0.0041352134393687,0.0044463908998666,0.0025096265251207,0.021241440812289,10728172564,regime-analysis-124,35799984314,2026-09-23T01:41:48Z,2026-09-23T01:41:48Z,2026-10-23T01:41:46Z,2191703
