artifact_id,artifact_name,workflow_run_id,created_at,fold,N,mae,rmse,r2,hit_rate,sharpe_long_only,sharpe_long_short,positive_signal_precision,positive_signal_coverage,mean_actual_return,validation_start,validation_end,hit_rate_vix_gt_20,n_vix_gt_20
9783881323,regime-analysis-108,33456918817,2026-09-01T02:36:01Z,2,4830,0.017748482205685343,0.030210622107094826,0.08611813947164637,0.6281573498964803,2.081040853960483,2.0687820422769194,0.6447643979057591,0.7908902691511387,0.008539868917517152,2025-11-04,2026-01-15,0.7428571428571429,630
9783881323,regime-analysis-108,33456918817,2026-09-01T02:36:01Z,3,4830,0.02305120780334279,0.041163833052151315,-0.1703504067172843,0.4699792960662526,-0.8141693336053738,-0.781802192163468,0.4654919236417034,0.9869565217391304,-0.0045157360245026736,2026-01-16,2026-03-30,0.43119610048743906,2667
9783881323,regime-analysis-108,33456918817,2026-09-01T02:36:01Z,4,4830,0.024202636538612696,0.03728003280185539,-0.0657712407867801,0.47867494824016565,0.9503780892401046,0.04667700152539186,0.6191562143671607,0.18157349896480332,0.005013422173530664,2026-03-31,2026-06-10,0.6057142857142858,525
9783881323,regime-analysis-108,33456918817,2026-09-01T02:36:01Z,5,4805,0.020302168951682704,0.032853831125824275,-0.15127420857796037,0.48449531737773155,0.20073085298039903,0.0938906807812928,0.48095002474022763,0.8412070759625391,0.0011256224498696428,2026-06-11,2026-08-21,0.6190476190476191,105
9709710395,regime-analysis-107,33231539720,2026-08-29T05:03:14Z,1,4830,0.018802354600597936,0.029653042361748587,-0.19953572604158154,0.5169772256728778,1.212548990495566,0.23412253109534092,0.6354264292408622,0.6627329192546584,0.007432117164869185,2025-08-22,2025-10-31,0.7352380952380952,525
9709710395,regime-analysis-107,33231539720,2026-08-29T05:03:14Z,2,4830,0.01841363813296787,0.031006518067409814,0.028014279784580598,0.5962732919254659,1.87530589948313,1.874720709481062,0.5965202982601492,0.9995859213250518,0.008310161464784594,2025-11-03,2026-01-14,0.7857142857142857,630
9709710395,regime-analysis-107,33231539720,2026-08-29T05:03:14Z,3,4830,0.021551764767099676,0.0399512443320172,-0.07220557977322928,0.5650103519668737,-0.437259441642624,0.09506750656285906,0.5153846153846153,0.7536231884057971,-0.004635403526121206,2026-01-15,2026-03-27,0.5818815331010453,2583
9709710395,regime-analysis-107,33231539720,2026-08-29T05:03:14Z,4,4830,0.024057149099039197,0.03808135752728368,-0.09989413267695402,0.45362318840579713,0.24047915815842086,-0.6194608176675496,0.5150375939849624,0.7159420289855073,0.00529276337451762,2026-03-30,2026-06-09,0.22789115646258504,588
9709710395,regime-analysis-107,33231539720,2026-08-29T05:03:14Z,5,4805,0.020286383853828,0.033749029786675294,-0.18998749736343146,0.4980228928199792,0.19042835734943467,0.17151647649628193,0.48823678219074124,0.822684703433923,0.000884629939126147,2026-06-10,2026-08-20,0.6111111111111112,126
9678170128,regime-analysis-106,33146319163,2026-08-28T07:39:30Z,1,4830,0.018560919540611127,0.029910255628708356,-0.2513143703140086,0.4062111801242236,0.47819627339993753,-1.4723120551085063,0.6053227633069083,0.3656314699792961,0.007802291079222144,2025-08-21,2025-10-30,0.6266666666666667,525
9678170128,regime-analysis-106,33146319163,2026-08-28T07:39:30Z,2,4830,0.018283888245785317,0.030638542795180156,0.04462786190214041,0.6010351966873706,2.0800323859194125,2.1706231201291986,0.6094956837801,0.9113871635610766,0.008165384032272934,2025-10-31,2026-01-13,0.7857142857142857,630
